XCoord,YCoord,FID
114.50386391,22.53740281,227
114.51284706,22.53740281,228
114.52183022,22.53740281,229
114.53081337,22.53740281,230
114.53979652,22.53740281,231
114.54877967,22.53740281,232
114.55776283,22.53740281,233
114.56674598,22.53740281,234
114.57572913,22.53740281,235
114.58471229,22.53740281,236
114.59369544,22.53740281,237
114.60267859,22.53740281,238
113.85707691,22.54569967,239
113.87504321,22.54569967,240
113.88402636,22.54569967,241
113.89300952,22.54569967,242
113.90199267,22.54569967,243
113.91097582,22.54569967,244
113.91995898,22.54569967,245
113.92894213,22.54569967,246
113.93792528,22.54569967,247
113.94690843,22.54569967,248
113.95589159,22.54569967,249
113.96487474,22.54569967,250
113.97385789,22.54569967,251
113.98284104,22.54569967,252
113.99182420,22.54569967,253
114.00080735,22.54569967,254
114.00979050,22.54569967,255
114.01877366,22.54569967,256
114.02775681,22.54569967,257
114.03673996,22.54569967,258
114.04572311,22.54569967,259
114.05470627,22.54569967,260
114.06368942,22.54569967,261
114.07267257,22.54569967,262
114.08165573,22.54569967,263
114.09063888,22.54569967,264
114.09962203,22.54569967,265
114.10860518,22.54569967,266
114.11758834,22.54569967,267
114.12657149,22.54569967,268
114.13555464,22.54569967,269
114.14453780,22.54569967,270
114.48589760,22.54569967,271
114.49488076,22.54569967,272
114.50386391,22.54569967,273
114.51284706,22.54569967,274
114.52183022,22.54569967,275
114.53081337,22.54569967,276
114.53979652,22.54569967,277
114.54877967,22.54569967,278
114.55776283,22.54569967,279
114.56674598,22.54569967,280
114.57572913,22.54569967,281
113.86606006,22.55399603,282
113.87504321,22.55399603,283
113.88402636,22.55399603,284
113.89300952,22.55399603,285
113.90199267,22.55399603,286
113.91097582,22.55399603,287
113.91995898,22.55399603,288
113.92894213,22.55399603,289
113.93792528,22.55399603,290
113.94690843,22.55399603,291
113.95589159,22.55399603,292
113.96487474,22.55399603,293
113.97385789,22.55399603,294
113.98284104,22.55399603,295
113.99182420,22.55399603,296
114.00080735,22.55399603,297
114.00979050,22.55399603,298
114.01877366,22.55399603,299
114.02775681,22.55399603,300
114.03673996,22.55399603,301
114.04572311,22.55399603,302
114.05470627,22.55399603,303
114.06368942,22.55399603,304
114.07267257,22.55399603,305
114.08165573,22.55399603,306
114.09063888,22.55399603,307
114.09962203,22.55399603,308
114.10860518,22.55399603,309
114.11758834,22.55399603,310
114.12657149,22.55399603,311
114.13555464,22.55399603,312
114.14453780,22.55399603,313
114.22538617,22.55399603,314
114.23436932,22.55399603,315
114.46793130,22.55399603,316
114.47691445,22.55399603,317
114.48589760,22.55399603,318
114.49488076,22.55399603,319
114.52183022,22.55399603,320
114.53081337,22.55399603,321
114.53979652,22.55399603,322
114.54877967,22.55399603,323
114.55776283,22.55399603,324
113.84809375,22.56229188,325
113.85707691,22.56229188,326
113.86606006,22.56229188,327
113.87504321,22.56229188,328
113.88402636,22.56229188,329
113.89300952,22.56229188,330
113.90199267,22.56229188,331
113.91097582,22.56229188,332
113.91995898,22.56229188,333
113.92894213,22.56229188,334
113.93792528,22.56229188,335
113.94690843,22.56229188,336
113.95589159,22.56229188,337
113.96487474,22.56229188,338
113.97385789,22.56229188,339
113.98284104,22.56229188,340
113.99182420,22.56229188,341
114.00080735,22.56229188,342
114.00979050,22.56229188,343
114.01877366,22.56229188,344
114.02775681,22.56229188,345
114.03673996,22.56229188,346
114.04572311,22.56229188,347
114.05470627,22.56229188,348
114.06368942,22.56229188,349
114.07267257,22.56229188,350
114.08165573,22.56229188,351
114.09063888,22.56229188,352
114.09962203,22.56229188,353
114.10860518,22.56229188,354
114.11758834,22.56229188,355
114.12657149,22.56229188,356
114.13555464,22.56229188,357
114.14453780,22.56229188,358
114.15352095,22.56229188,359
114.16250410,22.56229188,360
114.17148725,22.56229188,361
114.18047041,22.56229188,362
114.18945356,22.56229188,363
114.19843671,22.56229188,364
114.20741987,22.56229188,365
114.21640302,22.56229188,366
114.22538617,22.56229188,367
114.23436932,22.56229188,368
114.24335248,22.56229188,369
114.46793130,22.56229188,370
114.47691445,22.56229188,371
114.48589760,22.56229188,372
114.53081337,22.56229188,373
114.53979652,22.56229188,374
113.83911060,22.57058724,375
113.84809375,22.57058724,376
113.85707691,22.57058724,377
113.86606006,22.57058724,378
113.87504321,22.57058724,379
113.88402636,22.57058724,380
113.89300952,22.57058724,381
113.90199267,22.57058724,382
113.91097582,22.57058724,383
113.91995898,22.57058724,384
113.92894213,22.57058724,385
113.93792528,22.57058724,386
113.94690843,22.57058724,387
113.95589159,22.57058724,388
113.96487474,22.57058724,389
113.97385789,22.57058724,390
113.98284104,22.57058724,391
113.99182420,22.57058724,392
114.00080735,22.57058724,393
114.00979050,22.57058724,394
114.01877366,22.57058724,395
114.02775681,22.57058724,396
114.03673996,22.57058724,397
114.04572311,22.57058724,398
114.05470627,22.57058724,399
114.06368942,22.57058724,400
114.07267257,22.57058724,401
114.08165573,22.57058724,402
114.09063888,22.57058724,403
114.09962203,22.57058724,404
114.10860518,22.57058724,405
114.11758834,22.57058724,406
114.12657149,22.57058724,407
114.13555464,22.57058724,408
114.14453780,22.57058724,409
114.15352095,22.57058724,410
114.16250410,22.57058724,411
114.17148725,22.57058724,412
114.18047041,22.57058724,413
114.18945356,22.57058724,414
114.19843671,22.57058724,415
114.20741987,22.57058724,416
114.21640302,22.57058724,417
114.22538617,22.57058724,418
114.23436932,22.57058724,419
114.24335248,22.57058724,420
114.25233563,22.57058724,421
114.27928509,22.57058724,422
114.44098184,22.57058724,423
114.44996499,22.57058724,424
114.45894815,22.57058724,425
114.46793130,22.57058724,426
114.47691445,22.57058724,427
114.48589760,22.57058724,428
114.49488076,22.57058724,429
113.83911060,22.57888210,430
113.84809375,22.57888210,431
113.85707691,22.57888210,432
113.86606006,22.57888210,433
113.87504321,22.57888210,434
113.88402636,22.57888210,435
113.89300952,22.57888210,436
113.90199267,22.57888210,437
113.91097582,22.57888210,438
113.91995898,22.57888210,439
113.92894213,22.57888210,440
113.93792528,22.57888210,441
113.94690843,22.57888210,442
113.95589159,22.57888210,443
113.96487474,22.57888210,444
113.97385789,22.57888210,445
113.98284104,22.57888210,446
113.99182420,22.57888210,447
114.00080735,22.57888210,448
114.00979050,22.57888210,449
114.01877366,22.57888210,450
114.02775681,22.57888210,451
114.03673996,22.57888210,452
114.04572311,22.57888210,453
114.05470627,22.57888210,454
114.06368942,22.57888210,455
114.07267257,22.57888210,456
114.08165573,22.57888210,457
114.09063888,22.57888210,458
114.09962203,22.57888210,459
114.10860518,22.57888210,460
114.11758834,22.57888210,461
114.12657149,22.57888210,462
114.13555464,22.57888210,463
114.14453780,22.57888210,464
114.15352095,22.57888210,465
114.16250410,22.57888210,466
114.17148725,22.57888210,467
114.18047041,22.57888210,468
114.18945356,22.57888210,469
114.19843671,22.57888210,470
114.20741987,22.57888210,471
114.21640302,22.57888210,472
114.22538617,22.57888210,473
114.23436932,22.57888210,474
114.24335248,22.57888210,475
114.25233563,22.57888210,476
114.26131878,22.57888210,477
114.27030194,22.57888210,478
114.44098184,22.57888210,479
114.44996499,22.57888210,480
114.45894815,22.57888210,481
114.46793130,22.57888210,482
114.47691445,22.57888210,483
114.48589760,22.57888210,484
114.49488076,22.57888210,485
113.83012745,22.58717646,486
113.83911060,22.58717646,487
113.84809375,22.58717646,488
113.85707691,22.58717646,489
113.86606006,22.58717646,490
113.87504321,22.58717646,491
113.88402636,22.58717646,492
113.89300952,22.58717646,493
113.90199267,22.58717646,494
113.91097582,22.58717646,495
113.91995898,22.58717646,496
113.92894213,22.58717646,497
113.93792528,22.58717646,498
113.94690843,22.58717646,499
113.95589159,22.58717646,500
113.96487474,22.58717646,501
113.97385789,22.58717646,502
113.98284104,22.58717646,503
113.99182420,22.58717646,504
114.00080735,22.58717646,505
114.00979050,22.58717646,506
114.01877366,22.58717646,507
114.02775681,22.58717646,508
114.03673996,22.58717646,509
114.04572311,22.58717646,510
114.05470627,22.58717646,511
114.06368942,22.58717646,512
114.07267257,22.58717646,513
114.08165573,22.58717646,514
114.09063888,22.58717646,515
114.09962203,22.58717646,516
114.10860518,22.58717646,517
114.11758834,22.58717646,518
114.12657149,22.58717646,519
114.13555464,22.58717646,520
114.14453780,22.58717646,521
114.15352095,22.58717646,522
114.16250410,22.58717646,523
114.17148725,22.58717646,524
114.18047041,22.58717646,525
114.18945356,22.58717646,526
114.19843671,22.58717646,527
114.20741987,22.58717646,528
114.21640302,22.58717646,529
114.22538617,22.58717646,530
114.23436932,22.58717646,531
114.24335248,22.58717646,532
114.25233563,22.58717646,533
114.26131878,22.58717646,534
114.27030194,22.58717646,535
114.27928509,22.58717646,536
114.28826824,22.58717646,537
114.29725139,22.58717646,538
114.44098184,22.58717646,539
114.44996499,22.58717646,540
114.45894815,22.58717646,541
114.46793130,22.58717646,542
114.47691445,22.58717646,543
114.48589760,22.58717646,544
114.49488076,22.58717646,545
113.82114429,22.59547033,546
113.83012745,22.59547033,547
113.83911060,22.59547033,548
113.84809375,22.59547033,549
113.85707691,22.59547033,550
113.86606006,22.59547033,551
113.87504321,22.59547033,552
113.88402636,22.59547033,553
113.89300952,22.59547033,554
113.90199267,22.59547033,555
113.91097582,22.59547033,556
113.91995898,22.59547033,557
113.92894213,22.59547033,558
113.93792528,22.59547033,559
113.94690843,22.59547033,560
113.95589159,22.59547033,561
113.96487474,22.59547033,562
113.97385789,22.59547033,563
113.98284104,22.59547033,564
113.99182420,22.59547033,565
114.00080735,22.59547033,566
114.00979050,22.59547033,567
114.01877366,22.59547033,568
114.02775681,22.59547033,569
114.03673996,22.59547033,570
114.04572311,22.59547033,571
114.05470627,22.59547033,572
114.06368942,22.59547033,573
114.07267257,22.59547033,574
114.08165573,22.59547033,575
114.09063888,22.59547033,576
114.09962203,22.59547033,577
114.10860518,22.59547033,578
114.11758834,22.59547033,579
114.12657149,22.59547033,580
114.13555464,22.59547033,581
114.14453780,22.59547033,582
114.15352095,22.59547033,583
114.16250410,22.59547033,584
114.17148725,22.59547033,585
114.18047041,22.59547033,586
114.18945356,22.59547033,587
114.19843671,22.59547033,588
114.20741987,22.59547033,589
114.21640302,22.59547033,590
114.22538617,22.59547033,591
114.23436932,22.59547033,592
114.24335248,22.59547033,593
114.25233563,22.59547033,594
114.26131878,22.59547033,595
114.27030194,22.59547033,596
114.27928509,22.59547033,597
114.28826824,22.59547033,598
114.29725139,22.59547033,599
114.43199869,22.59547033,600
114.44098184,22.59547033,601
114.44996499,22.59547033,602
114.45894815,22.59547033,603
114.46793130,22.59547033,604
114.47691445,22.59547033,605
114.48589760,22.59547033,606
114.49488076,22.59547033,607
114.50386391,22.59547033,608
114.51284706,22.59547033,609
114.52183022,22.59547033,610
114.53081337,22.59547033,611
114.53979652,22.59547033,612
113.81216114,22.60376369,613
113.82114429,22.60376369,614
113.83012745,22.60376369,615
113.83911060,22.60376369,616
113.84809375,22.60376369,617
113.85707691,22.60376369,618
113.86606006,22.60376369,619
113.87504321,22.60376369,620
113.88402636,22.60376369,621
113.89300952,22.60376369,622
113.90199267,22.60376369,623
113.91097582,22.60376369,624
113.91995898,22.60376369,625
113.92894213,22.60376369,626
113.93792528,22.60376369,627
113.94690843,22.60376369,628
113.95589159,22.60376369,629
113.96487474,22.60376369,630
113.97385789,22.60376369,631
113.98284104,22.60376369,632
113.99182420,22.60376369,633
114.00080735,22.60376369,634
114.00979050,22.60376369,635
114.01877366,22.60376369,636
114.02775681,22.60376369,637
114.03673996,22.60376369,638
114.04572311,22.60376369,639
114.05470627,22.60376369,640
114.06368942,22.60376369,641
114.07267257,22.60376369,642
114.08165573,22.60376369,643
114.09063888,22.60376369,644
114.09962203,22.60376369,645
114.10860518,22.60376369,646
114.11758834,22.60376369,647
114.12657149,22.60376369,648
114.13555464,22.60376369,649
114.14453780,22.60376369,650
114.15352095,22.60376369,651
114.16250410,22.60376369,652
114.17148725,22.60376369,653
114.18047041,22.60376369,654
114.18945356,22.60376369,655
114.19843671,22.60376369,656
114.20741987,22.60376369,657
114.21640302,22.60376369,658
114.22538617,22.60376369,659
114.23436932,22.60376369,660
114.24335248,22.60376369,661
114.25233563,22.60376369,662
114.26131878,22.60376369,663
114.27030194,22.60376369,664
114.27928509,22.60376369,665
114.28826824,22.60376369,666
114.29725139,22.60376369,667
114.30623455,22.60376369,668
114.31521770,22.60376369,669
114.32420085,22.60376369,670
114.33318401,22.60376369,671
114.34216716,22.60376369,672
114.35115031,22.60376369,673
114.42301553,22.60376369,674
114.43199869,22.60376369,675
114.44098184,22.60376369,676
114.44996499,22.60376369,677
114.45894815,22.60376369,678
114.46793130,22.60376369,679
114.47691445,22.60376369,680
114.48589760,22.60376369,681
114.49488076,22.60376369,682
114.50386391,22.60376369,683
114.51284706,22.60376369,684
114.52183022,22.60376369,685
114.53081337,22.60376369,686
114.53979652,22.60376369,687
114.54877967,22.60376369,688
113.80317799,22.61205655,689
113.81216114,22.61205655,690
113.82114429,22.61205655,691
113.83012745,22.61205655,692
113.83911060,22.61205655,693
113.84809375,22.61205655,694
113.85707691,22.61205655,695
113.86606006,22.61205655,696
113.87504321,22.61205655,697
113.88402636,22.61205655,698
113.89300952,22.61205655,699
113.90199267,22.61205655,700
113.91097582,22.61205655,701
113.91995898,22.61205655,702
113.92894213,22.61205655,703
113.93792528,22.61205655,704
113.94690843,22.61205655,705
113.95589159,22.61205655,706
113.96487474,22.61205655,707
113.97385789,22.61205655,708
113.98284104,22.61205655,709
113.99182420,22.61205655,710
114.00080735,22.61205655,711
114.00979050,22.61205655,712
114.01877366,22.61205655,713
114.02775681,22.61205655,714
114.03673996,22.61205655,715
114.04572311,22.61205655,716
114.05470627,22.61205655,717
114.06368942,22.61205655,718
114.07267257,22.61205655,719
114.08165573,22.61205655,720
114.09063888,22.61205655,721
114.09962203,22.61205655,722
114.10860518,22.61205655,723
114.11758834,22.61205655,724
114.12657149,22.61205655,725
114.13555464,22.61205655,726
114.14453780,22.61205655,727
114.15352095,22.61205655,728
114.16250410,22.61205655,729
114.17148725,22.61205655,730
114.18047041,22.61205655,731
114.18945356,22.61205655,732
114.19843671,22.61205655,733
114.20741987,22.61205655,734
114.21640302,22.61205655,735
114.22538617,22.61205655,736
114.23436932,22.61205655,737
114.24335248,22.61205655,738
114.25233563,22.61205655,739
114.26131878,22.61205655,740
114.27030194,22.61205655,741
114.27928509,22.61205655,742
114.28826824,22.61205655,743
114.29725139,22.61205655,744
114.30623455,22.61205655,745
114.31521770,22.61205655,746
114.32420085,22.61205655,747
114.33318401,22.61205655,748
114.34216716,22.61205655,749
114.35115031,22.61205655,750
114.36013346,22.61205655,751
114.36911662,22.61205655,752
114.37809977,22.61205655,753
114.40504923,22.61205655,754
114.41403238,22.61205655,755
114.42301553,22.61205655,756
114.43199869,22.61205655,757
114.44098184,22.61205655,758
114.44996499,22.61205655,759
114.45894815,22.61205655,760
114.46793130,22.61205655,761
114.47691445,22.61205655,762
114.48589760,22.61205655,763
114.49488076,22.61205655,764
114.50386391,22.61205655,765
114.51284706,22.61205655,766
114.52183022,22.61205655,767
114.53081337,22.61205655,768
114.53979652,22.61205655,769
114.54877967,22.61205655,770
114.55776283,22.61205655,771
113.80317799,22.62034891,772
113.81216114,22.62034891,773
113.82114429,22.62034891,774
113.83012745,22.62034891,775
113.83911060,22.62034891,776
113.84809375,22.62034891,777
113.85707691,22.62034891,778
113.86606006,22.62034891,779
113.87504321,22.62034891,780
113.88402636,22.62034891,781
113.89300952,22.62034891,782
113.90199267,22.62034891,783
113.91097582,22.62034891,784
113.91995898,22.62034891,785
113.92894213,22.62034891,786
113.93792528,22.62034891,787
113.94690843,22.62034891,788
113.95589159,22.62034891,789
113.96487474,22.62034891,790
113.97385789,22.62034891,791
113.98284104,22.62034891,792
113.99182420,22.62034891,793
114.00080735,22.62034891,794
114.00979050,22.62034891,795
114.01877366,22.62034891,796
114.02775681,22.62034891,797
114.03673996,22.62034891,798
114.04572311,22.62034891,799
114.05470627,22.62034891,800
114.06368942,22.62034891,801
114.07267257,22.62034891,802
114.08165573,22.62034891,803
114.09063888,22.62034891,804
114.09962203,22.62034891,805
114.10860518,22.62034891,806
114.11758834,22.62034891,807
114.12657149,22.62034891,808
114.13555464,22.62034891,809
114.14453780,22.62034891,810
114.15352095,22.62034891,811
114.16250410,22.62034891,812
114.17148725,22.62034891,813
114.18047041,22.62034891,814
114.18945356,22.62034891,815
114.19843671,22.62034891,816
114.20741987,22.62034891,817
114.21640302,22.62034891,818
114.22538617,22.62034891,819
114.23436932,22.62034891,820
114.24335248,22.62034891,821
114.25233563,22.62034891,822
114.26131878,22.62034891,823
114.27030194,22.62034891,824
114.27928509,22.62034891,825
114.28826824,22.62034891,826
114.29725139,22.62034891,827
114.30623455,22.62034891,828
114.31521770,22.62034891,829
114.32420085,22.62034891,830
114.33318401,22.62034891,831
114.34216716,22.62034891,832
114.35115031,22.62034891,833
114.36013346,22.62034891,834
114.36911662,22.62034891,835
114.37809977,22.62034891,836
114.38708292,22.62034891,837
114.39606608,22.62034891,838
114.40504923,22.62034891,839
114.41403238,22.62034891,840
114.42301553,22.62034891,841
114.43199869,22.62034891,842
114.44098184,22.62034891,843
114.44996499,22.62034891,844
114.45894815,22.62034891,845
114.46793130,22.62034891,846
114.47691445,22.62034891,847
114.48589760,22.62034891,848
114.49488076,22.62034891,849
114.50386391,22.62034891,850
114.51284706,22.62034891,851
114.52183022,22.62034891,852
114.53081337,22.62034891,853
114.53979652,22.62034891,854
114.54877967,22.62034891,855
114.55776283,22.62034891,856
114.56674598,22.62034891,857
114.57572913,22.62034891,858
113.79419484,22.62864077,859
113.80317799,22.62864077,860
113.81216114,22.62864077,861
113.82114429,22.62864077,862
113.83012745,22.62864077,863
113.83911060,22.62864077,864
113.84809375,22.62864077,865
113.85707691,22.62864077,866
113.86606006,22.62864077,867
113.87504321,22.62864077,868
113.88402636,22.62864077,869
113.89300952,22.62864077,870
113.90199267,22.62864077,871
113.91097582,22.62864077,872
113.91995898,22.62864077,873
113.92894213,22.62864077,874
113.93792528,22.62864077,875
113.94690843,22.62864077,876
113.95589159,22.62864077,877
113.96487474,22.62864077,878
113.97385789,22.62864077,879
113.98284104,22.62864077,880
113.99182420,22.62864077,881
114.00080735,22.62864077,882
114.00979050,22.62864077,883
114.01877366,22.62864077,884
114.02775681,22.62864077,885
114.03673996,22.62864077,886
114.04572311,22.62864077,887
114.05470627,22.62864077,888
114.06368942,22.62864077,889
114.07267257,22.62864077,890
114.08165573,22.62864077,891
114.09063888,22.62864077,892
114.09962203,22.62864077,893
114.10860518,22.62864077,894
114.11758834,22.62864077,895
114.12657149,22.62864077,896
114.13555464,22.62864077,897
114.14453780,22.62864077,898
114.15352095,22.62864077,899
114.16250410,22.62864077,900
114.17148725,22.62864077,901
114.18047041,22.62864077,902
114.18945356,22.62864077,903
114.19843671,22.62864077,904
114.20741987,22.62864077,905
114.21640302,22.62864077,906
114.22538617,22.62864077,907
114.23436932,22.62864077,908
114.24335248,22.62864077,909
114.25233563,22.62864077,910
114.26131878,22.62864077,911
114.27030194,22.62864077,912
114.27928509,22.62864077,913
114.28826824,22.62864077,914
114.29725139,22.62864077,915
114.30623455,22.62864077,916
114.31521770,22.62864077,917
114.32420085,22.62864077,918
114.33318401,22.62864077,919
114.34216716,22.62864077,920
114.35115031,22.62864077,921
114.36013346,22.62864077,922
114.36911662,22.62864077,923
114.37809977,22.62864077,924
114.38708292,22.62864077,925
114.39606608,22.62864077,926
114.40504923,22.62864077,927
114.41403238,22.62864077,928
114.42301553,22.62864077,929
114.43199869,22.62864077,930
114.44098184,22.62864077,931
114.44996499,22.62864077,932
114.45894815,22.62864077,933
114.46793130,22.62864077,934
114.47691445,22.62864077,935
114.48589760,22.62864077,936
114.49488076,22.62864077,937
114.50386391,22.62864077,938
114.51284706,22.62864077,939
114.52183022,22.62864077,940
114.53081337,22.62864077,941
114.53979652,22.62864077,942
114.54877967,22.62864077,943
114.55776283,22.62864077,944
114.56674598,22.62864077,945
114.57572913,22.62864077,946
113.78521168,22.63693213,947
113.79419484,22.63693213,948
113.80317799,22.63693213,949
113.81216114,22.63693213,950
113.82114429,22.63693213,951
113.83012745,22.63693213,952
113.83911060,22.63693213,953
113.84809375,22.63693213,954
113.85707691,22.63693213,955
113.86606006,22.63693213,956
113.87504321,22.63693213,957
113.88402636,22.63693213,958
113.89300952,22.63693213,959
113.90199267,22.63693213,960
113.91097582,22.63693213,961
113.91995898,22.63693213,962
113.92894213,22.63693213,963
113.93792528,22.63693213,964
113.94690843,22.63693213,965
113.95589159,22.63693213,966
113.96487474,22.63693213,967
113.97385789,22.63693213,968
113.98284104,22.63693213,969
113.99182420,22.63693213,970
114.00080735,22.63693213,971
114.00979050,22.63693213,972
114.01877366,22.63693213,973
114.02775681,22.63693213,974
114.03673996,22.63693213,975
114.04572311,22.63693213,976
114.05470627,22.63693213,977
114.06368942,22.63693213,978
114.07267257,22.63693213,979
114.08165573,22.63693213,980
114.09063888,22.63693213,981
114.09962203,22.63693213,982
114.10860518,22.63693213,983
114.11758834,22.63693213,984
114.12657149,22.63693213,985
114.13555464,22.63693213,986
114.14453780,22.63693213,987
114.15352095,22.63693213,988
114.16250410,22.63693213,989
114.17148725,22.63693213,990
114.18047041,22.63693213,991
114.18945356,22.63693213,992
114.19843671,22.63693213,993
114.20741987,22.63693213,994
114.21640302,22.63693213,995
114.22538617,22.63693213,996
